Age2,Age,Workclass,fnlwgt,Education,Education-num,Marrital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-Per-Week,Native-Country,Income
0,40, Private,114580,0,9, Married-civ-spouse, Exec-managerial, Wife, White,1,0,0,24, United-States,1
1,36, Private,185405,0,9, Married-civ-spouse, Adm-clerical, Husband, White,0,0,0,50, United-States,1
1,33, Self-emp-not-inc,199539,0,9, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,65, United-States,0
1,23, Private,346480,0,9, Never-married, Adm-clerical, Not-in-family, White,1,0,0,50, United-States,0
0,51, Local-gov,349431,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,4386,0,40, United-States,1
1,31, Private,219619,0,9, Never-married, Sales, Other-relative, White,0,0,0,48, United-States,0
1,28, Local-gov,127491,0,9, Separated, Adm-clerical, Not-in-family, White,1,5721,0,40, United-States,0
1,26, Self-emp-not-inc,253899,1,13, Divorced, Sales, Not-in-family, White,0,0,0,40, United-States,0
1,32, Private,155232,1,13, Divorced, Protective-serv, Not-in-family, Black,0,0,0,60, United-States,1
0,43, Private,182437,1,13, Never-married, Prof-specialty, Not-in-family, White,0,0,0,45, United-States,1
1,19, Private,530454,0,9, Never-married, Other-service, Not-in-family, White,1,0,0,50, United-States,0
0,46, Private,101430,0,7, Divorced, Handlers-cleaners, Unmarried, Black,1,0,0,40, United-States,0
0,49, Local-gov,358668,1,16, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,45, United-States,1
1,31, Private,90668,0,6, Never-married, Other-service, Not-in-family, White,1,0,0,40, United-States,0
0,45, Private,126141,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,40, United-States,1
0,41, Private,238355,0,3, Married-civ-spouse, Farming-fishing, Husband, White,0,0,0,40, Mexico,0
1,22, Private,194031,0,10, Never-married, Other-service, Own-child, White,1,0,0,15, United-States,0
1,25, Private,117833,1,13, Never-married, Prof-specialty, Not-in-family, White,1,0,1876,40, United-States,0
0,46, Private,249686,1,15, Separated, Prof-specialty, Not-in-family, White,0,0,0,50, United-States,1
0,44, Self-emp-not-inc,219591,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,25, Private,221757,0,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,40, United-States,0
1,30, Private,80625,1,13, Never-married, Exec-managerial, Not-in-family, White,0,0,0,40, United-States,0
0,54, Private,185407,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,60, United-States,1
1,34, Private,163110,1,13, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,45, United-States,1
1,34, ?,24504,0,9, Never-married, ?, Not-in-family, White,0,0,0,40, United-States,0
1,30, Private,159187,1,13, Married-civ-spouse, Prof-specialty, Husband, White,0,0,1902,55, United-States,1
1,21, Private,100462,1,11, Never-married, Exec-managerial, Own-child, White,1,2174,0,60, United-States,0
1,27, Private,192936,1,13, Never-married, Prof-specialty, Not-in-family, White,1,0,0,40, United-States,0
1,29, Private,145011,0,10, Never-married, Craft-repair, Own-child, White,0,0,0,40, United-States,0
0,60, Self-emp-inc,181196,0,10, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,40, United-States,1
1,36, Self-emp-not-inc,37778,1,14, Married-civ-spouse, Farming-fishing, Husband, White,0,0,0,70, United-States,0
1,27, Private,60288,1,14, Never-married, Sales, Own-child, White,1,0,0,40, United-States,0
0,57, Self-emp-not-inc,84231,0,10, Married-civ-spouse, Other-service, Husband, White,0,0,0,48, United-States,0
1,24, Private,52028,0,2, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander,1,0,0,5, Vietnam,0
0,63, Private,318763,0,10, Divorced, Craft-repair, Unmarried, White,0,0,0,22, United-States,0
1,29, Private,168138,1,13, Married-civ-spouse, Protective-serv, Husband, White,0,0,0,40, United-States,1
1,34, Private,113530,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,40, United-States,0
1,27, Private,321896,0,9, Never-married, Other-service, Not-in-family, White,0,0,0,40, United-States,0
1,31, Private,145791,1,11, Divorced, Tech-support, Unmarried, White,1,0,0,40, United-States,0
1,31, Private,131425,1,13, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
0,55, Private,145214,0,10, Divorced, Adm-clerical, Unmarried, White,1,4650,0,20, United-States,0
0,64, Local-gov,142166,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,99, United-States,0
1,20, Private,494784,0,9, Never-married, Sales, Other-relative, Black,1,0,0,35, United-States,0
0,44, Self-emp-not-inc,172479,0,9, Married-civ-spouse, Farming-fishing, Husband, White,0,15024,0,60, United-States,1
1,35, Private,184655,0,7, Divorced, Transport-moving, Not-in-family, White,0,0,0,50, United-States,0
0,41, Local-gov,26669,0,10, Divorced, Exec-managerial, Not-in-family, White,1,0,0,40, United-States,0
1,38, Private,191479,0,10, Divorced, Exec-managerial, Own-child, Black,1,0,0,40, United-States,0
1,21, Private,86625,0,10, Never-married, Machine-op-inspct, Own-child, White,0,0,0,40, ?,0
0,64, State-gov,111795,1,13, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,45, United-States,1
0,42, Private,242564,0,4, Never-married, Handlers-cleaners, Not-in-family, Black,0,0,2205,40, United-States,0
1,31, Private,364657,0,10, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,50, Germany,1
0,42, Self-emp-not-inc,436107,1,12, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,50, United-States,0
1,35, Private,272476,1,12, Married-civ-spouse, Other-service, Wife, White,1,0,0,35, United-States,1
1,36, Federal-gov,47310,0,10, Divorced, Exec-managerial, Unmarried, Black,1,0,0,40, United-States,1
1,23, Private,283796,0,8, Never-married, Machine-op-inspct, Other-relative, White,0,0,0,30, Mexico,0
1,20, Private,161092,0,10, Never-married, Adm-clerical, Own-child, White,0,0,0,14, United-States,0
1,26, Local-gov,265230,1,13, Never-married, Prof-specialty, Not-in-family, Black,1,0,0,40, United-States,0
0,56, Federal-gov,61885,1,13, Never-married, Transport-moving, Not-in-family, Black,0,0,2001,65, United-States,0
0,40, Private,150471,1,12, Divorced, Other-service, Not-in-family, White,1,0,0,40, United-States,0
1,19, Private,183041,0,7, Never-married, Handlers-cleaners, Own-child, White,0,0,0,24, United-States,0
1,33, Private,176673,0,9, Never-married, Machine-op-inspct, Not-in-family, Black,1,0,0,40, United-States,0
0,45, Federal-gov,235891,1,12, Never-married, Adm-clerical, Not-in-family, White,0,0,0,40, Columbia,0
0,41, Private,163287,0,9, Married-civ-spouse, Prof-specialty, Husband, White,0,7688,0,43, United-States,1
1,29, Private,164040,0,9, Married-civ-spouse, Other-service, Husband, White,0,0,0,40, United-States,0
0,46, Local-gov,324561,1,14, Married-civ-spouse, Prof-specialty, Wife, White,1,0,0,45, United-States,1
0,48, Private,99127,1,12, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,45, United-States,0
1,38, Private,334999,0,9, Married-civ-spouse, Sales, Husband, White,0,0,0,45, United-States,0
1,29, Private,543477,0,10, Never-married, Adm-clerical, Own-child, Black,1,0,0,40, United-States,0
1,35, Private,65876,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
0,59, Local-gov,105866,1,13, Married-civ-spouse, Protective-serv, Husband, Black,0,0,0,30, United-States,0
1,27, Private,214858,0,9, Married-civ-spouse, Other-service, Own-child, White,0,0,0,40, United-States,0
0,43, Private,154076,0,10, Married-civ-spouse, Handlers-cleaners, Husband, White,0,0,0,40, United-States,1
0,70, Private,280307,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,20, Cuba,0
1,30, Private,97723,0,9, Never-married, Machine-op-inspct, Own-child, White,0,0,0,45, United-States,0
1,24, Private,233499,0,10, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,40, United-States,1
0,76, Local-gov,259612,0,9, Married-civ-spouse, Protective-serv, Husband, White,0,0,0,15, United-States,0
1,25, Private,236977,0,9, Separated, Craft-repair, Own-child, White,0,0,0,40, Mexico,0
1,39, Private,347814,1,12, Never-married, Other-service, Own-child, White,1,0,0,56, United-States,0
1,36, Local-gov,197495,1,13, Divorced, Prof-specialty, Unmarried, Black,1,0,0,40, United-States,0
1,23, Private,227594,0,8, Never-married, Machine-op-inspct, Own-child, White,1,0,0,40, United-States,0
0,60, Private,165441,0,4, Divorced, Machine-op-inspct, Unmarried, White,1,0,0,40, United-States,0
1,20, ?,337488,0,10, Never-married, ?, Own-child, Black,0,0,0,30, United-States,0
0,54, Private,167552,0,2, Married-civ-spouse, Craft-repair, Husband, Black,0,0,0,40, Haiti,1
1,20, Private,396722,0,10, Never-married, Sales, Not-in-family, White,1,0,0,40, United-States,0
1,22, Federal-gov,146538,0,9, Never-married, Adm-clerical, Own-child, White,0,0,0,40, United-States,0
1,24, Private,51973,1,13, Never-married, Prof-specialty, Own-child, White,1,0,0,20, United-States,0
0,41, Private,144778,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,35, Private,169672,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,23, Private,240137,0,3, Never-married, Handlers-cleaners, Not-in-family, White,0,0,0,55, Mexico,0
0,54, State-gov,103179,1,16, Married-civ-spouse, Exec-managerial, Husband, White,0,0,1902,50, United-States,1
1,17, Private,172050,0,7, Never-married, Handlers-cleaners, Own-child, White,0,0,0,16, United-States,0
0,43, Private,178976,0,9, Never-married, Adm-clerical, Unmarried, White,1,0,0,40, United-States,0
1,33, Private,176185,0,8, Divorced, Craft-repair, Not-in-family, White,0,0,2258,42, United-States,0
1,30, Private,158200,1,15, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander,1,0,0,40, ?,0
1,38, Federal-gov,172571,0,10, Divorced, Adm-clerical, Not-in-family, White,0,0,0,40, United-States,1
0,54, Self-emp-not-inc,226735,0,9, Married-civ-spouse, Other-service, Husband, Black,0,0,0,45, United-States,0
1,39, Private,148015,0,9, Never-married, Machine-op-inspct, Not-in-family, Black,1,0,0,52, United-States,0
1,32, Private,199529,0,10, Separated, Tech-support, Not-in-family, Amer-Indian-Eskimo,0,0,1980,40, United-States,0
0,61, Local-gov,35001,0,4, Married-civ-spouse, Adm-clerical, Husband, White,0,2885,0,40, United-States,0
1,24, ?,67586,1,11, Married-civ-spouse, ?, Wife, Black,1,0,0,35, United-States,0
1,22, Private,88126,1,13, Never-married, Exec-managerial, Own-child, White,0,0,0,40, United-States,0
1,34, Private,226296,0,9, Married-civ-spouse, Other-service, Husband, White,0,0,0,40, United-States,1
1,18, Private,452452,0,6, Never-married, Priv-house-serv, Own-child, Black,1,0,0,20, United-States,0
1,20, Private,378546,0,9, Never-married, Craft-repair, Own-child, White,0,0,0,25, United-States,0
0,53, Federal-gov,186087,0,9, Divorced, Tech-support, Unmarried, White,0,0,0,40, United-States,0
1,32, Private,27856,0,10, Never-married, Adm-clerical, Not-in-family, White,1,0,0,40, United-States,0
0,68, Self-emp-not-inc,234859,0,10, Married-civ-spouse, Other-service, Husband, White,0,0,0,30, United-States,0
1,28, Private,71733,0,10, Separated, Other-service, Unmarried, White,1,0,0,15, United-States,0
1,28, Private,207473,0,10, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,40, El-Salvador,0
0,54, Private,179291,0,10, Married-civ-spouse, Prof-specialty, Husband, Black,0,0,0,56, Haiti,1
1,21, ?,253190,0,10, Never-married, ?, Own-child, White,0,0,0,48, United-States,0
0,52, Private,92968,1,13, Separated, Exec-managerial, Unmarried, White,1,0,0,40, ?,0
1,25, Private,209286,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,30, Private,122889,1,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,0,0,0,50, India,1
1,33, Private,112358,0,10, Never-married, Other-service, Not-in-family, White,0,0,0,32, United-States,0
0,49, Private,176341,1,13, Never-married, Tech-support, Unmarried, Asian-Pac-Islander,1,0,0,40, India,0
0,58, Private,247276,0,4, Widowed, Other-service, Not-in-family, Other,1,0,0,30, United-States,0
0,45, Private,276087,1,11, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,24, United-States,1
0,67, Private,257557,0,4, Married-civ-spouse, Transport-moving, Husband, Black,0,10566,0,40, United-States,0
0,42, Local-gov,177937,1,13, Divorced, Prof-specialty, Not-in-family, White,0,0,0,50, ?,0
0,69, Self-emp-inc,106395,0,9, Married-civ-spouse, Other-service, Husband, White,0,0,0,40, United-States,1
0,61, Private,167138,0,9, Divorced, Exec-managerial, Not-in-family, White,1,0,0,40, United-States,0
1,34, Private,213887,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,28, Private,185647,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,45, United-States,0
1,19, Private,143360,0,9, Never-married, Machine-op-inspct, Own-child, White,1,0,0,34, United-States,0
1,31, Self-emp-not-inc,176862,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,32, Federal-gov,97614,0,10, Never-married, Exec-managerial, Not-in-family, White,0,0,0,40, United-States,0
0,76, ?,224680,1,15, Married-civ-spouse, ?, Husband, White,0,0,1258,20, United-States,0
0,53, Private,196763,1,12, Never-married, Exec-managerial, Not-in-family, White,1,0,0,60, United-States,0
0,46, Private,306183,0,9, Never-married, Adm-clerical, Unmarried, White,1,0,0,37, United-States,0
0,43, Self-emp-not-inc,343061,0,4, Married-civ-spouse, Farming-fishing, Husband, White,0,4508,0,40, Cuba,0
0,48, ?,193047,0,9, Married-civ-spouse, ?, Husband, White,0,0,0,40, United-States,1
1,39, Private,348521,0,10, Married-civ-spouse, Farming-fishing, Husband, White,0,0,2415,99, United-States,1
0,59, Private,195835,0,4, Divorced, Transport-moving, Not-in-family, White,0,0,0,40, United-States,0
1,19, Private,106273,0,10, Never-married, Sales, Own-child, White,1,0,0,38, United-States,0
0,40, Private,222756,0,10, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,40, United-States,1
0,63, Self-emp-inc,110610,0,6, Married-civ-spouse, Farming-fishing, Husband, White,0,0,0,50, United-States,0
0,44, ?,191982,0,10, Divorced, ?, Unmarried, White,1,0,0,10, Poland,0
0,46, Private,247286,0,10, Divorced, Sales, Unmarried, White,1,0,0,40, United-States,0
1,22, Private,219042,0,6, Never-married, Machine-op-inspct, Unmarried, White,0,0,0,40, United-States,0
1,36, Private,224566,1,12, Never-married, Prof-specialty, Not-in-family, White,0,0,1669,45, United-States,0
0,57, Private,204751,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,1
0,58, Private,113398,0,9, Never-married, Other-service, Other-relative, White,0,0,0,25, United-States,0
1,25, ?,170428,1,13, Never-married, ?, Not-in-family, Asian-Pac-Islander,0,0,0,28, Taiwan,0
0,59, Private,258579,0,10, Married-civ-spouse, Transport-moving, Husband, White,0,3103,0,35, United-States,1
1,36, Private,162424,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,45, United-States,0
1,29, Private,263005,1,14, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,45, Germany,0
0,49, Self-emp-inc,26502,1,13, Divorced, Prof-specialty, Unmarried, White,0,6497,0,45, United-States,0
0,42, Private,369131,1,12, Married-civ-spouse, Sales, Husband, White,0,0,0,55, United-States,1
0,43, Local-gov,114859,0,10, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,17, United-States,0
0,46, Private,405309,0,9, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,40, United-States,0
0,43, Local-gov,323627,0,10, Never-married, Exec-managerial, Not-in-family, White,1,0,0,12, United-States,0
0,40, Private,106698,1,12, Divorced, Transport-moving, Unmarried, White,1,0,0,40, United-States,0
0,43, Private,51506,0,8, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,40, United-States,0
0,48, Private,117251,0,9, Widowed, Adm-clerical, Not-in-family, White,1,0,0,32, United-States,0
1,26, Private,106705,0,9, Never-married, Handlers-cleaners, Own-child, Black,0,0,0,28, United-States,0
1,30, Private,217296,1,11, Married-civ-spouse, Adm-clerical, Wife, White,1,0,0,35, United-States,0
0,58, Private,34788,0,10, Married-civ-spouse, Sales, Husband, White,0,0,1887,40, United-States,1
0,43, Private,143368,0,9, Divorced, Farming-fishing, Not-in-family, Black,0,0,0,40, United-States,0
0,53, Local-gov,86600,0,9, Married-civ-spouse, Other-service, Husband, Black,0,0,0,40, United-States,0
0,74, State-gov,117017,0,10, Separated, Sales, Not-in-family, White,0,0,0,16, United-States,0
0,64, ?,104756,0,10, Widowed, ?, Unmarried, White,1,0,0,8, United-States,0
0,45, Private,55720,1,13, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,40, United-States,1
1,32, State-gov,481096,0,3, Never-married, Machine-op-inspct, Own-child, White,1,0,0,10, United-States,0
1,23, ?,281668,0,6, Never-married, ?, Own-child, Black,1,0,0,40, United-States,0
1,38, Private,186145,0,10, Married-civ-spouse, Sales, Wife, White,1,0,0,40, United-States,1
0,42, Self-emp-not-inc,96524,1,13, Married-civ-spouse, Sales, Husband, White,0,0,0,40, United-States,1
1,24, Local-gov,187397,0,10, Never-married, Protective-serv, Unmarried, Other,0,1151,0,40, United-States,0
0,63, Private,181153,0,9, Married-civ-spouse, Sales, Husband, White,0,0,0,35, United-States,0
1,25, Local-gov,375170,0,10, Never-married, Adm-clerical, Own-child, Black,1,0,0,35, United-States,0
1,37, Private,360743,0,10, Married-civ-spouse, Craft-repair, Husband, Black,0,0,0,40, United-States,0
1,28, Self-emp-not-inc,420054,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, Italy,0
1,31, Private,137681,0,10, Married-civ-spouse, Other-service, Husband, White,0,0,0,40, United-States,0
0,46, Private,28419,1,15, Married-civ-spouse, Prof-specialty, Husband, White,0,99999,0,50, United-States,1
0,44, Private,101214,1,13, Divorced, Sales, Unmarried, White,0,0,0,44, United-States,1
0,42, Local-gov,213019,1,14, Never-married, Prof-specialty, Not-in-family, White,1,0,0,40, United-States,1
0,45, Private,207540,1,16, Separated, Exec-managerial, Unmarried, White,0,0,0,40, United-States,1
0,52, Private,145333,1,13, Divorced, Sales, Not-in-family, White,0,0,0,60, United-States,0
0,40, Private,107306,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,40, United-States,1
1,26, Private,195327,0,9, Never-married, Sales, Own-child, White,0,0,0,40, United-States,0
0,55, Private,196126,1,13, Separated, Craft-repair, Not-in-family, White,0,0,0,40, ?,0
1,17, Private,175465,0,6, Never-married, Other-service, Own-child, White,1,0,0,14, United-States,0
1,27, Private,197905,0,10, Married-civ-spouse, Other-service, Husband, White,0,0,0,40, United-States,0
0,71, Self-emp-inc,118119,0,10, Married-civ-spouse, Exec-managerial, Husband, White,0,20051,0,50, United-States,1
1,35, Private,172571,1,13, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,50, United-States,0
1,17, Private,25051,0,6, Never-married, Other-service, Own-child, White,0,0,0,16, United-States,0
1,26, Private,210714,0,9, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,52, United-States,1
1,22, Private,183083,0,10, Never-married, Machine-op-inspct, Not-in-family, White,1,0,0,35, United-States,0
0,51, Private,99185,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,60, United-States,1
1,33, Private,283921,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
0,41, Local-gov,396467,1,12, Married-civ-spouse, Exec-managerial, Husband, Black,0,0,0,50, United-States,1
0,50, Private,158680,1,14, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,50, United-States,1
1,26, Private,202091,0,9, Married-civ-spouse, Adm-clerical, Wife, White,1,0,0,40, United-States,0
1,21, Private,285127,0,9, Never-married, Handlers-cleaners, Not-in-family, Black,1,0,0,40, United-States,0
0,53, Private,218630,0,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,40, United-States,1
1,32, Self-emp-inc,99309,0,9, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,40, United-States,1
1,19, Private,165505,0,10, Never-married, Sales, Own-child, White,1,0,0,20, United-States,0
1,22, Private,122272,1,13, Never-married, Adm-clerical, Own-child, White,1,0,0,35, United-States,0
0,58, Private,147707,0,9, Married-civ-spouse, Exec-managerial, Husband, White,0,15024,0,60, United-States,1
0,47, Federal-gov,44257,1,13, Married-spouse-absent, Exec-managerial, Not-in-family, White,0,0,0,60, United-States,1
0,51, Self-emp-inc,194995,0,10, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,45, United-States,1
0,42, State-gov,345969,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,48, United-States,1
1,28, Private,31842,1,13, Never-married, Exec-managerial, Own-child, White,0,0,0,40, United-States,0
1,29, Private,143582,0,9, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander,1,0,0,35, Vietnam,0
0,50, Private,161438,0,9, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,50, United-States,1
1,22, Private,317019,0,10, Never-married, Other-service, Not-in-family, White,1,0,0,30, United-States,0
0,47, Self-emp-not-inc,158451,0,10, Divorced, Other-service, Not-in-family, White,1,0,0,45, United-States,0
0,60, Private,225883,0,10, Widowed, Sales, Unmarried, White,1,0,0,27, United-States,0
0,46, Self-emp-not-inc,176319,0,9, Married-civ-spouse, Sales, Own-child, White,1,7298,0,40, United-States,1
0,58, Self-emp-inc,258883,1,13, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,60, United-States,1
0,62, Private,26966,0,10, Widowed, Adm-clerical, Not-in-family, White,1,0,0,40, United-States,0
0,47, Private,202812,1,14, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,40, ?,1
0,59, Private,35411,0,9, Widowed, Machine-op-inspct, Not-in-family, White,1,0,0,40, United-States,0
0,41, Private,190885,0,9, Separated, Other-service, Unmarried, White,1,0,0,40, Mexico,0
1,31, Private,182162,0,9, Married-civ-spouse, Adm-clerical, Wife, White,1,0,0,37, United-States,0
1,18, Private,352640,0,9, Never-married, Adm-clerical, Own-child, White,1,0,0,40, United-States,0
0,64, Self-emp-not-inc,213945,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,50, United-States,0
0,51, Self-emp-not-inc,135102,0,9, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,65, United-States,0
0,47, Self-emp-not-inc,102583,1,13, Never-married, Sales, Not-in-family, White,0,0,0,35, United-States,0
0,68, Private,225612,1,13, Widowed, Sales, Not-in-family, White,0,0,0,35, United-States,1
1,32, Private,241802,0,9, Married-civ-spouse, Other-service, Wife, Other,1,0,0,40, United-States,0
1,39, Private,347434,0,5, Married-civ-spouse, Handlers-cleaners, Husband, White,0,0,0,43, Mexico,0
1,37, Private,305259,1,12, Divorced, Exec-managerial, Not-in-family, White,1,0,0,48, United-States,0
1,29, Private,140830,0,9, Never-married, Other-service, Own-child, White,1,0,0,40, United-States,0
0,44, Private,291568,0,9, Married-civ-spouse, Farming-fishing, Husband, Other,0,0,0,40, United-States,0
0,46, Private,203067,1,15, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,40, United-States,1
0,40, Self-emp-not-inc,155106,0,5, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,1
1,19, ?,252752,0,9, Never-married, ?, Own-child, Black,0,0,0,35, United-States,0
0,65, ?,404601,0,9, Married-civ-spouse, ?, Husband, White,0,2414,0,30, United-States,0
0,52, Local-gov,100226,1,13, Married-civ-spouse, Adm-clerical, Wife, White,1,0,0,40, United-States,1
0,40, Private,63503,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,40, United-States,1
0,61, Private,95929,0,5, Divorced, Other-service, Not-in-family, White,0,0,0,40, United-States,0
1,30, Private,187618,0,9, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,50, United-States,0
0,61, Self-emp-not-inc,92178,0,7, Married-civ-spouse, Other-service, Husband, White,0,0,0,40, United-States,0
1,33, Private,220362,1,11, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,84, United-States,1
1,32, Local-gov,209900,1,13, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,65, United-States,1
1,32, Private,272376,1,12, Never-married, Adm-clerical, Not-in-family, White,1,0,0,40, United-States,0
1,32, Self-emp-not-inc,173854,1,13, Divorced, Prof-specialty, Other-relative, White,0,0,0,35, United-States,1
1,37, Private,278924,0,9, Divorced, Sales, Not-in-family, White,0,0,0,40, United-States,0
0,53, Private,324568,0,7, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,45, United-States,0
0,51, Self-emp-inc,124963,1,14, Married-civ-spouse, Sales, Husband, White,0,0,0,40, United-States,1
1,29, Private,211299,1,11, Never-married, Sales, Not-in-family, Black,0,0,0,45, United-States,0
0,48, Private,192791,0,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,40, United-States,0
0,69, Private,182862,0,9, Never-married, Transport-moving, Not-in-family, White,0,15831,0,40, United-States,1
1,28, Private,46868,1,14, Never-married, Tech-support, Not-in-family, White,1,0,0,40, United-States,0
0,55, Local-gov,31365,1,13, Widowed, Prof-specialty, Not-in-family, White,1,0,0,40, United-States,1
0,45, Private,148171,1,11, Married-civ-spouse, Craft-repair, Husband, White,0,15024,0,40, United-States,1
1,18, Private,142647,0,10, Never-married, Other-service, Own-child, White,1,0,0,20, United-States,0
0,60, Private,116230,0,4, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,38, Private,108907,0,9, Divorced, Machine-op-inspct, Unmarried, White,0,0,0,40, ?,0
1,19, Private,495982,0,10, Never-married, Adm-clerical, Own-child, White,0,0,0,10, United-States,0
1,18, Private,334026,0,7, Never-married, Craft-repair, Own-child, White,0,0,0,25, United-States,0
1,33, Private,268571,0,10, Married-civ-spouse, Other-service, Husband, White,0,0,0,40, United-States,0
1,33, Private,213813,0,10, Divorced, Tech-support, Unmarried, White,1,0,0,40, United-States,0
1,29, Private,241667,1,14, Never-married, Prof-specialty, Not-in-family, White,1,0,0,45, United-States,0
1,37, Private,160920,0,10, Married-civ-spouse, Sales, Husband, White,0,0,0,45, United-States,0
0,50, Private,107265,0,9, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,50, United-States,1
1,19, ?,41609,0,10, Never-married, ?, Own-child, White,0,0,0,10, United-States,0
1,28, Private,129460,0,6, Widowed, Adm-clerical, Unmarried, White,1,0,2238,35, United-States,0
0,43, ?,109912,1,13, Married-civ-spouse, ?, Wife, White,1,0,0,7, United-States,1
1,23, Private,167424,0,10, Never-married, Other-service, Own-child, White,1,0,0,35, United-States,0
0,47, Private,270079,0,4, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,21, Private,325923,0,10, Never-married, Tech-support, Own-child, White,0,0,0,35, United-States,0
1,19, Private,194905,0,10, Never-married, Other-service, Own-child, White,1,0,0,12, United-States,0
0,47, Local-gov,183486,1,13, Married-civ-spouse, Prof-specialty, Wife, White,1,0,0,50, United-States,1
1,36, Federal-gov,153066,1,14, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,40, United-States,1
0,62, Self-emp-inc,56248,1,13, Married-civ-spouse, Farming-fishing, Husband, White,0,0,2415,60, United-States,1
0,65, Private,105252,0,9, Married-civ-spouse, Tech-support, Husband, White,0,0,0,40, United-States,1
0,46, Self-emp-not-inc,168195,1,15, Married-civ-spouse, Prof-specialty, Husband, White,0,0,1902,45, United-States,1
1,35, Private,167735,0,7, Never-married, Craft-repair, Own-child, White,0,6849,0,40, United-States,0
0,50, Private,146310,0,5, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,40, United-States,0
